	subject	virus tax id	taxonomy	name	seq_size	genome	order	family	genus	genome_type	genome_composition	species	virus	baltimore	segment_n	seq_n	genome_size	complete_genome
2545	NC_028132	1737346.0	Viruses; Riboviria; unclassified viroids	Apple hammerhead viroid-like circular RNA, complete genome	434	Riboviria	undefined	undefined	undefined	0.0	Viroid	Apple hammerhead viroid-like circular RNA	Apple hammerhead viroid-like circular RNA	dsRNA	0.0	0.0	434.0	1.0
2546	NC_028131	1737345.0	Viruses; Riboviria; unclassified viroids	Grapevine latent viroid, complete genome	328	Riboviria	undefined	undefined	undefined	0.0	Viroid	Grapevine latent viroid	Grapevine latent viroid	dsRNA	0.0	0.0	328.0	1.0
2561	NC_028368	1746060.0	Viruses; Riboviria; unclassified Riboviria; unclassified ssRNA viruses; unclassified ssRNA positive-strand viruses	Sanxia water strider virus 6 strain SYSZZ-2 polyprotein gene, complete cds	22879	Riboviria	undefined	undefined	undefined	0.0	ssRNA	Sanxia water strider virus 6	Sanxia water strider virus 6	ssRNA(+)	0.0	0.0	22879.0	0.0
2562	NC_028374	1746059.0	Viruses; Riboviria; unclassified Riboviria; unclassified ssRNA viruses; unclassified ssRNA positive-strand viruses	Gamboa mosquito virus strain GW polyprotein gene, complete cds	26315	Riboviria	undefined	undefined	undefined	0.0	ssRNA	Gamboa mosquito virus	Gamboa mosquito virus	ssRNA(+)	0.0	0.0	26315.0	0.0
2563	NC_028371	1746058.0	Viruses; Riboviria; unclassified Riboviria; unclassified ssRNA viruses; unclassified ssRNA positive-strand viruses	Bole tick virus 4 strain BLP-1 polyprotein gene, complete cds	16248	Riboviria	undefined	undefined	undefined	0.0	ssRNA	Bole tick virus 4	Bole tick virus 4	ssRNA(+)	0.0	0.0	16248.0	1.0
2564	NC_028376	1746057.0	Viruses; Riboviria; unclassified Riboviria; unclassified ssRNA viruses; unclassified ssRNA positive-strand viruses	Beihai barnacle viurs 1 strain BHGZ polyprotein gene, complete cds	18697	Riboviria	undefined	undefined	undefined	0.0	ssRNA	Beihai barnacle viurs 1	Beihai barnacle viurs 1	ssRNA(+)	0.0	0.0	18697.0	0.0
2573	NC_028372	1746073.0	Viruses; Riboviria; unclassified Riboviria; unclassified ssRNA viruses; unclassified ssRNA positive-strand viruses	Xinzhou spider virus 2 strain XZZZ-7 polyprotein gene, complete cds	24521	Riboviria	undefined	undefined	undefined	0.0	ssRNA	Xinzhou spider virus 2	Xinzhou spider virus 2	ssRNA(+)	0.0	0.0	24521.0	0.0
2574	NC_028370	1746072.0	Viruses; Riboviria; unclassified Riboviria; unclassified ssRNA viruses; unclassified ssRNA positive-strand viruses	Xingshan cricket virus strain XSXS-2 polyprotein gene, complete cds	21779	Riboviria	undefined	undefined	undefined	0.0	ssRNA	Xingshan cricket virus	Xingshan cricket virus	ssRNA(+)	0.0	0.0	21779.0	0.0
2576	NC_028367	1746065.0	Viruses; Riboviria; unclassified Riboviria; unclassified ssRNA viruses; unclassified ssRNA positive-strand viruses	Tacheng tick virus 8 strain TCP-2 polyprotein gene, complete cds	19537	Riboviria	undefined	undefined	undefined	0.0	ssRNA	Tacheng tick virus 8	Tacheng tick virus 8	ssRNA(+)	0.0	0.0	19537.0	0.0
2577	NC_028373	1746064.0	Viruses; Riboviria; unclassified Riboviria; unclassified ssRNA viruses; unclassified ssRNA positive-strand viruses	Shuangao lacewing virus 2 strain SCL polyprotein gene, complete cds	18554	Riboviria	undefined	undefined	undefined	0.0	ssRNA	Shuangao lacewing virus 2	Shuangao lacewing virus 2	ssRNA(+)	0.0	0.0	18554.0	0.0
2578	NC_028369	1746062.0	Viruses; Riboviria; unclassified Riboviria; unclassified ssRNA viruses; unclassified ssRNA positive-strand viruses	Shayang spider virus 4 strain SYZZ-1 polyprotein gene, complete cds	21414	Riboviria	undefined	undefined	undefined	0.0	ssRNA	Shayang spider virus 4	Shayang spider virus 4	ssRNA(+)	0.0	0.0	21414.0	0.0
2579	NC_028375	1746061.0	Viruses; Riboviria; unclassified Riboviria; unclassified ssRNA viruses; unclassified ssRNA positive-strand viruses	Shayang fly virus 4 strain SYCY polyprotein gene, complete cds	16053	Riboviria	undefined	undefined	undefined	0.0	ssRNA	Shayang fly virus 4	Shayang fly virus 4	ssRNA(+)	0.0	0.0	16053.0	1.0
2614	NC_028240	1663127.0	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; unclassified Picornavirales; Posavirus	Posavirus 3 strain 958-4, complete genome	8887	Riboviria	Picornavirales	undefined	undefined	0.0	ssRNA	Posavirus 3	Posavirus 3	ssRNA(+)	0.0	0.0	8887.0	1.0
2618	NC_028242	1565088.0	Viruses; Riboviria; dsRNA viruses; unclassified dsRNA viruses	Colletotrichum higginsianum non-segmented dsRNA virus 1, complete sequence	2923	Riboviria	undefined	undefined	dsRNAviruses	0.0	dsRNA	Colletotrichum higginsianum non-segmented dsRNA virus 1	Colletotrichum higginsianum non-segmented dsRNA virus 1	dsRNA	0.0	0.0	2923.0	1.0
2634	NC_028265	1608133.0	Viruses; Riboviria; unclassified Riboviria; unclassified ssRNA viruses; unclassified ssRNA negative-strand viruses	Wuhan Mosquito Virus 8 strain XC2-7, complete genome	12004	Riboviria	undefined	undefined	undefined	0.0	ssRNA	Wuhan Mosquito Virus 8	Wuhan Mosquito Virus 8	ssRNA(+)	0.0	0.0	12004.0	1.0
2635	NC_028264	1608087.0	Viruses; Riboviria; unclassified Riboviria; unclassified ssRNA viruses; unclassified ssRNA negative-strand viruses	Tacheng Tick Virus 5 strain TC254, complete genome	10017	Riboviria	undefined	undefined	undefined	0.0	ssRNA	Tacheng Tick Virus 5	Tacheng Tick Virus 5	ssRNA(+)	0.0	0.0	10017.0	1.0
2636	NC_028263	1608086.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Jingchuvirales; Chuviridae; Mivirus; Argas mivirus	Tacheng Tick Virus 4 strain TCRP-1, complete genome	10815	Riboviria	undefined	undefined	undefined	0.0	ssRNA	Argas mivirus	Tacheng Tick Virus 4	ssRNA(-)	0.0	0.0	10815.0	1.0
2637	NC_028261	1608045.0	Viruses; Riboviria; unclassified Riboviria; unclassified ssRNA viruses; unclassified ssRNA negative-strand viruses	Changping Tick Virus 3 strain CP1-3, complete genome	9527	Riboviria	undefined	undefined	undefined	0.0	ssRNA	Changping Tick Virus 3	Changping Tick Virus 3	ssRNA(+)	0.0	0.0	9527.0	1.0
2638	NC_028260	1608044.0	Viruses; Riboviria; unclassified Riboviria; unclassified ssRNA viruses; unclassified ssRNA negative-strand viruses	Changping Tick Virus 2 strain CP1-4, complete genome	10877	Riboviria	undefined	undefined	undefined	0.0	ssRNA	Changping Tick Virus 2	Changping Tick Virus 2	ssRNA(+)	0.0	0.0	10877.0	1.0
2639	NC_028259	1608042.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Jingchuvirales; Chuviridae; Mivirus; Bole mivirus	Bole Tick Virus 3 strain BL199, complete genome	11183	Riboviria	undefined	undefined	undefined	0.0	ssRNA	Bole mivirus	Bole Tick Virus 3	ssRNA(-)	0.0	0.0	11183.0	1.0
2647	NC_028271	368620.0	Viruses; Riboviria; unclassified viroids; Cherry small circular viroid-like RNA	Cherry small circular viroid-like RNA 1 isolate cscRNA1.84, complete genome	415	Riboviria	undefined	undefined	undefined	0.0	Viroid	Cherry small circular viroid-like RNA	Cherry small circular viroid-like RNA 1	dsRNA	0.0	0.0	415.0	1.0
2651	NC_028470	1755785.0	Viruses; Riboviria; unclassified Riboviria; unclassified ssRNA viruses; Fusariviridae	Pleospora typhicola fusarivirus 1 175 kDa protein and 59 kDa protein genes, complete cds	6733	Riboviria	undefined	undefined	unclassifiedssRNAviruses	0.0	ssRNA	Pleospora typhicola fusarivirus 1	Pleospora typhicola fusarivirus 1	ssRNA(+)	0.0	0.0	6733.0	1.0
2656	NC_028467	1755752.0	Viruses; Riboviria; unclassified Riboviria; unclassified ssRNA viruses; Fusariviridae	Penicillium aurantiogriseum fusarivirus 1 174 kDa protein and 53 kDa protein genes, complete cds	6139	Riboviria	undefined	undefined	unclassifiedssRNAviruses	0.0	ssRNA	Penicillium aurantiogriseum fusarivirus 1	Penicillium aurantiogriseum fusarivirus 1	ssRNA(+)	0.0	0.0	6139.0	1.0
2689	NC_028466	1629671.0	Viruses; Riboviria; unclassified Riboviria; unclassified ssRNA viruses; unclassified ssRNA negative-strand viruses	Botrytis cinerea negative-stranded RNA virus 1 RdRp gene for RNA dependent RNA polymerase, isolate HAZ3-9	8543	Riboviria	undefined	undefined	undefined	0.0	ssRNA	Botrytis cinerea negative-stranded RNA virus 1	Botrytis cinerea negative-stranded RNA virus 1	ssRNA(+)	0.0	0.0	8543.0	1.0
2987	NC_029131	1781241.0	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; unclassified Picornavirales	Delisea pulchra RNA virus isolate Delisea predicted replication-associated polyprotein and predicted structural polyprotein genes, complete cds	9581	Riboviria	Picornavirales	undefined	undefined	0.0	ssRNA	Delisea pulchra RNA virus	Delisea pulchra RNA virus	ssRNA(+)	0.0	0.0	9581.0	1.0
3041	NC_033727	1923761.0	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	Xingshan nematode virus 2 strain XSNXC13152 RdRp and hypothetical protein genes, complete cds	11330	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Xingshan nematode virus 2	Xingshan nematode virus 2	dsRNA	0.0	0.0	11330.0	1.0
3042	NC_033732	1923759.0	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	Wuhan spirurian nematodes virus 1 strain WHSWHC143244 hypothetical protein gene, complete cds	9961	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Wuhan spirurian nematodes virus 1	Wuhan spirurian nematodes virus 1	dsRNA	0.0	0.0	9961.0	1.0
3043	NC_033709	1923758.0	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	Wuhan spider virus 9 strain spider112003 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds	4059	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Wuhan spider virus 9	Wuhan spider virus 9	dsRNA	0.0	0.0	4059.0	1.0
3044	NC_033711	1923757.0	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	Wuhan spider virus 8 strain spider134060 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds	6216	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Wuhan spider virus 8	Wuhan spider virus 8	dsRNA	0.0	0.0	6216.0	1.0
3045	NC_033702	1923756.0	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	Wuhan spider virus 7 strain spider133569 RNA-dependent RNA polymerase gene, complete cds	2696	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Wuhan spider virus 7	Wuhan spider virus 7	dsRNA	0.0	0.0	2696.0	1.0
3046	NC_033712	1923755.0	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	Wuhan spider virus 6 strain spider122561 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds	10647	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Wuhan spider virus 6	Wuhan spider virus 6	dsRNA	0.0	0.0	10647.0	1.0
3047	NC_033714	1923754.0	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	Wuhan spider virus 5 strain spider133684 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds	11448	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Wuhan spider virus 5	Wuhan spider virus 5	dsRNA	0.0	0.0	11448.0	1.0
3048	NC_033717	1923753.0	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	Wuhan spider virus 4 strain spider133854 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds	11652	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Wuhan spider virus 4	Wuhan spider virus 4	dsRNA	0.0	0.0	11652.0	1.0
3049	NC_033718	1923752.0	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	Wuhan spider virus 3 strain spider133889 hypothetical protein gene, complete cds	9421	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Wuhan spider virus 3	Wuhan spider virus 3	dsRNA	0.0	0.0	9421.0	1.0
3050	NC_033708	1923748.0	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	Wuhan poty-like virus 1 strain WHWN51517 polyprotein gene, complete cds	8197	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Wuhan poty-like virus 1	Wuhan poty-like virus 1	dsRNA	0.0	0.0	8197.0	1.0
3053	NC_033731	1923745.0	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	Wuhan pillworm virus 2 strain WHSFII14871 putative nucleoprotein, hypothetical protein, putative matrix protein, putative glycoprotein 1, RNA-dependent RNA polymerase, and putative glycoprotein 2 genes, complete cds	12548	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Wuhan pillworm virus 2	Wuhan pillworm virus 2	dsRNA	0.0	0.0	12548.0	1.0
3054	NC_033735	1923743.0	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	Wuhan nido-like virus 1 strain SCM49454 1ab, hypothetical protein, and putative structural polyprotein genes, complete cds	17562	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Wuhan nido-like virus 1	Wuhan nido-like virus 1	dsRNA	0.0	0.0	17562.0	1.0
3055	NC_033733	1923742.0	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	Wuhan millipede virus 3 strain WHWG56524 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	10655	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Wuhan millipede virus 3	Wuhan millipede virus 3	dsRNA	0.0	0.0	10655.0	1.0
3056	NC_033710	1923740.0	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	Wuhan insect virus 9 strain WHCCII13328 RdRp and hypothetical protein genes, complete cds	9305	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Wuhan insect virus 9	Wuhan insect virus 9	dsRNA	0.0	0.0	9305.0	1.0
3057	NC_033707	1923739.0	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	Wuhan insect virus 8 strain WHCCII10272 hypothetical protein genes, complete cds	10644	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Wuhan insect virus 8	Wuhan insect virus 8	dsRNA	0.0	0.0	10644.0	1.0
3060	NC_033713	1923737.0	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	Wuhan insect virus 34 strain CC64594 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	2836	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Wuhan insect virus 34	Wuhan insect virus 34	dsRNA	0.0	0.0	2836.0	1.0
3061	NC_033722	1923736.0	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	Wuhan insect virus 33 strain WHCCII11871 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	10232	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Wuhan insect virus 33	Wuhan insect virus 33	dsRNA	0.0	0.0	10232.0	1.0
3091	NC_033696	1938656.0	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	Jingmen tombus-like virus 2 strain JMYJCC11049 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	4100	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Jingmen tombus-like virus 2	Jingmen tombus-like virus 2	dsRNA	0.0	0.0	4100.0	1.0
3093	NC_033720	1923781.0	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	Ubei picorna-like virus 3 strain WHCC101453 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	8824	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Ubei picorna-like virus 3	Ubei picorna-like virus 3	dsRNA	0.0	0.0	8824.0	1.0
3094	NC_033716	1923778.0	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	Zhejiang mosquito virus 1 strain mosZJ35497 hypothetical protein gene, complete cds	9558	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Zhejiang mosquito virus 1	Zhejiang mosquito virus 1	dsRNA	0.0	0.0	9558.0	1.0
3096	NC_033734	1923775.0	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	Xinzhou nematode virus 7 strain XZSJSC65582 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	3243	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Xinzhou nematode virus 7	Xinzhou nematode virus 7	dsRNA	0.0	0.0	3243.0	1.0
3097	NC_033704	1923773.0	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Jingchuvirales; Chuviridae; Mivirus; Xinzhou mivirus	Xinzhou nematode virus 5 strain XZSJSC65765 hypothetical protein and RNA-dependent RNA polymerase genes, complete cds	7977	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Xinzhou mivirus	Xinzhou nematode virus 5	dsRNA	0.0	0.0	7977.0	1.0
3101	NC_033730	1923770.0	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	Xinzhou nematode virus 2 strain XZSJSC33555 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	9547	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Xinzhou nematode virus 2	Xinzhou nematode virus 2	dsRNA	0.0	0.0	9547.0	1.0
3102	NC_033728	1923769.0	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	Xinzhou nematode virus 1 strain XZSJSC65770 hypothetical protein genes, complete cds	11525	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Xinzhou nematode virus 1	Xinzhou nematode virus 1	dsRNA	0.0	0.0	11525.0	1.0
3103	NC_033703	1923768.0	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	Xinzhou dimarhabdovirus virus 1 strain XZSJSC65538 hypothetical protein, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds	9314	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Xinzhou dimarhabdovirus virus 1	Xinzhou dimarhabdovirus virus 1	dsRNA	0.0	0.0	9314.0	1.0
3104	NC_033719	1923765.0	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	Xingshan nematode virus 6 strain XSNXC32793 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	6527	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Xingshan nematode virus 6	Xingshan nematode virus 6	dsRNA	0.0	0.0	6527.0	1.0
3128	NC_033816	1923716.0	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	Wuhan insect virus 12 strain arthropodmix13526 hypothetical protein gene, complete cds	11094	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Wuhan insect virus 12	Wuhan insect virus 12	dsRNA	0.0	0.0	11094.0	1.0
3129	NC_033815	1923351.0	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	Jingmen tombus-like virus 1 strain JMYJCC68055 hypothetical protein genes, complete cds	7949	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Jingmen tombus-like virus 1	Jingmen tombus-like virus 1	dsRNA	0.0	0.0	7949.0	1.0
3130	NC_033822	1922604.0	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	Beihai picorna-like virus 59 strain BHBei77099 hypothetical protein gene, complete cds	9096	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Beihai picorna-like virus 59	Beihai picorna-like virus 59	dsRNA	0.0	0.0	9096.0	1.0
3131	NC_033827	1922602.0	Viruses; Riboviria; unclassified Riboviria; unclassified RNA viruses ShiM-2016	Beihai picorna-like virus 57 strain BHHQ57630 hypothetical protein gene, complete cds	8518	Riboviria	undefined	undefined	undefined	0.0	OtherVirus	Beihai picorna-like virus 57	Beihai picorna-like virus 57	dsRNA	0.0	0.0	8518.0	1.0
3159	NC_034155	1170425.0	Viruses; Riboviria; unclassified Riboviria; unclassified ssRNA viruses; unclassified ssRNA positive-strand viruses; Negevirus	Piura virus strain CoR29 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	10050	Riboviria	undefined	undefined	undefined	0.0	ssRNA	Piura virus	Piura virus	ssRNA(+)	0.0	0.0	10050.0	1.0
3160	NC_034158	1170422.0	Viruses; Riboviria; unclassified Riboviria; unclassified ssRNA viruses; unclassified ssRNA positive-strand viruses; Negevirus	Loreto virus strain 3940-83 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	9136	Riboviria	undefined	undefined	undefined	0.0	ssRNA	Loreto virus	Loreto virus	ssRNA(+)	0.0	0.0	9136.0	1.0
3285	NC_023440	1457165.0	Viruses; Riboviria; unclassified Riboviria; unclassified ssRNA viruses; unclassified ssRNA positive-strand viruses; Negevirus	Wallerfield virus strain TR7904, complete genome	9023	Riboviria	undefined	undefined	undefined	0.0	ssRNA	Wallerfield virus	Wallerfield virus	ssRNA(+)	0.0	0.0	9023.0	1.0
